id,molecule_id,activity,mweight,atom_id,type,bond_types,rela_atom_id,group_id,group_type,logp
28,i107_13_1i,5.67332,53.0637,i107_13_1_1i|i107_13_1_2i|i107_13_1_3_1i|i107_13_1_3i|i107_13_1_4_1i|i107_13_1_4_2i|i107_13_1_4i,c|h|n,1|1|2|3,i107_13_1_2i|i107_13_1_3_1i|i107_13_1_4i|i107_13_1_3i|i107_13_1_4_1i|i107_13_1_4_2i,,,0.21
29,i107_18_6i,4.56435,58.0794,i107_18_6_1_1i|i107_18_6_1i|i107_18_6_2_1i|i107_18_6_2_2i|i107_18_6_2i|i107_18_6_3_1i|i107_18_6_3i|i107_18_6_4_1i|i107_18_6_4_2i|i107_18_6_4i,c|h|o,1|1|2,i107_18_6_1_1i|i107_18_6_2i|i107_18_6_2_1i|i107_18_6_2_2i|i107_18_6_3i|i107_18_6_3_1i|i107_18_6_4i|i107_18_6_4_1i|i107_18_6_4_2i,g495,alcohol,0.21
30,i107_21_1i,5.12396,62.0674,i107_21_1_1_1i|i107_21_1_1i|i107_21_1_2_1i|i107_21_1_2_2i|i107_21_1_2i|i107_21_1_3_1i|i107_21_1_3_2i|i107_21_1_3i|i107_21_1_4_1i|i107_21_1_4i,c|h|o,1,i107_21_1_1_1i|i107_21_1_2i|i107_21_1_2_1i|i107_21_1_2_2i|i107_21_1_3i|i107_21_1_3_1i|i107_21_1_3_2i|i107_21_1_4i|i107_21_1_4_1i,g496|g497,alcohol,-1.2
31,i107_30_2i,6.04025,80.5135,i107_30_2_1i|i107_30_2_2_1i|i107_30_2_2_2i|i107_30_2_2i|i107_30_2_3i|i107_30_2_4_1i|i107_30_2_4_2i|i107_30_2_4_3i|i107_30_2_4i,c|cl|h|o,1,i107_30_2_2_1i|i107_30_2_2_2i|i107_30_2_3i|i107_30_2_2i|i107_30_2_4i|i107_30_2_4_1i|i107_30_2_4_2i|i107_30_2_4_3i,g275|g275|g462|g662,alkyl_halide|ether|methoxy|methoxy,0.32
32,i108_10_1i,4.56435,100.16,i108_10_1_1i|i108_10_1_2i|i108_10_1_3_1i|i108_10_1_3_2i|i108_10_1_3i|i108_10_1_4_1i|i108_10_1_4i|i108_10_1_5_1i|i108_10_1_5_2i|i108_10_1_5_3i|i108_10_1_5i|i108_10_1_6_1i|i108_10_1_6_2i|i108_10_1_6_3i|i108_10_1_6i|i108_10_1_7_1i|i108_10_1_7_2i|i108_10_1_7_3i|i108_10_1_7i,c|h|o,1|2,i108_10_1_2i|i108_10_1_3_1i|i108_10_1_3_2i|i108_10_1_4i|i108_10_1_3i|i108_10_1_7i|i108_10_1_4_1i|i108_10_1_5i|i108_10_1_6i|i108_10_1_5_1i|i108_10_1_5_2i|i108_10_1_5_3i|i108_10_1_6_1i|i108_10_1_6_2i|i108_10_1_6_3i|i108_10_1_7_1i|i108_10_1_7_2i|i108_10_1_7_3i,g452|g63|g64|g65,ketone|methyl,1.16
33,i108_38_3i,6.04025,106.167,i108_38_3_1i|i108_38_3_2_1i|i108_38_3_2i|i108_38_3_3_1i|i108_38_3_3i|i108_38_3_4_1i|i108_38_3_4i|i108_38_3_5i|i108_38_3_6_1i|i108_38_3_6_2i|i108_38_3_6_3i|i108_38_3_6i|i108_38_3_7_1i|i108_38_3_7i|i108_38_3_8_1i|i108_38_3_8_2i|i108_38_3_8_3i|i108_38_3_8i,c|h,1|1|7,i108_38_3_2_1i|i108_38_3_3i|i108_38_3_2i|i108_38_3_7i|i108_38_3_8i|i108_38_3_3_1i|i108_38_3_4i|i108_38_3_4_1i|i108_38_3_5i|i108_38_3_6_1i|i108_38_3_6_2i|i108_38_3_6_3i|i108_38_3_6i|i108_38_3_7i|i108_38_3_7_1i|i108_38_3_8_1i|i108_38_3_8_2i|i108_38_3_8_3i,g1032|g1346|g66|g67,benzene|six_ring|methyl,3.09
34,i108_39_4i,5.91889,108.139,i108_39_4_1_1i|i108_39_4_1i|i108_39_4_2i|i108_39_4_3_1i|i108_39_4_3i|i108_39_4_4_1i|i108_39_4_4i|i108_39_4_5_1i|i108_39_4_5i|i108_39_4_6i|i108_39_4_7_1i|i108_39_4_7_2i|i108_39_4_7_3i|i108_39_4_7i|i108_39_4_8_1i|i108_39_4_8i,c|h|o,1|1|7|7,i108_39_4_1_1i|i108_39_4_2i|i108_39_4_3_1i|i108_39_4_4i|i108_39_4_3i|i108_39_4_8i|i108_39_4_4_1i|i108_39_4_5i|i108_39_4_5_1i|i108_39_4_6i|i108_39_4_7_1i|i108_39_4_7_2i|i108_39_4_7_3i|i108_39_4_7i|i108_39_4_8i|i108_39_4_8_1i,g1033|g1347|g525|g68,benzene|six_ring|methyl|phenol,2.06
35,i108_45_2i,6.04025,108.143,i108_45_2_1_1i|i108_45_2_1_2i|i108_45_2_1i|i108_45_2_2i|i108_45_2_3_1i|i108_45_2_3i|i108_45_2_4_1i|i108_45_2_4i|i108_45_2_5_1i|i108_45_2_5i|i108_45_2_6i|i108_45_2_7_1i|i108_45_2_7_2i|i108_45_2_7i|i108_45_2_8_1i|i108_45_2_8i,c|h|n,1|1|7|7,i108_45_2_1_1i|i108_45_2_1_2i|i108_45_2_2i|i108_45_2_3_1i|i108_45_2_4i|i108_45_2_3i|i108_45_2_8i|i108_45_2_4_1i|i108_45_2_5i|i108_45_2_5_1i|i108_45_2_6i|i108_45_2_7_1i|i108_45_2_7_2i|i108_45_2_7i|i108_45_2_8i|i108_45_2_8_1i,g1034|g1348|g322|g323,amine|benzene|six_ring,-0.39
36,i108_60_1i,7.77317,171.066,i108_60_1_1i|i108_60_1_2_1i|i108_60_1_2i|i108_60_1_3_1i|i108_60_1_3_2i|i108_60_1_3i|i108_60_1_4i|i108_60_1_5_1i|i108_60_1_5_2i|i108_60_1_5_3i|i108_60_1_5i|i108_60_1_6_1i|i108_60_1_6i|i108_60_1_7_1i|i108_60_1_7_2i|i108_60_1_7i|i108_60_1_8i|i108_60_1_9_1i|i108_60_1_9_2i|i108_60_1_9_3i|i108_60_1_9i,c|cl|h|o,1,i108_60_1_2_1i|i108_60_1_3i|i108_60_1_5i|i108_60_1_2i|i108_60_1_6i|i108_60_1_3_1i|i108_60_1_3_2i|i108_60_1_4i|i108_60_1_5_1i|i108_60_1_5_2i|i108_60_1_5_3i|i108_60_1_6_1i|i108_60_1_7i|i108_60_1_9i|i108_60_1_7_1i|i108_60_1_7_2i|i108_60_1_8i|i108_60_1_9_1i|i108_60_1_9_2i|i108_60_1_9_3i,g463|g663|g664|g69|g70,alkyl_halide|ether|methyl,2.39
37,i108_78_1i,7.82244,126.122,i108_78_1_1i|i108_78_1_2i|i108_78_1_3i|i108_78_1_4i|i108_78_1_5i|i108_78_1_6_1i|i108_78_1_6_2i|i108_78_1_6i|i108_78_1_7_1i|i108_78_1_7_2i|i108_78_1_7i|i108_78_1_8i|i108_78_1_9_1i|i108_78_1_9_2i|i108_78_1_9i,c|h|n,1|1|7|7,i108_78_1_2i|i108_78_1_8i|i108_78_1_3i|i108_78_1_7i|i108_78_1_4i|i108_78_1_5i|i108_78_1_6i|i108_78_1_6_1i|i108_78_1_6_2i|i108_78_1_7_1i|i108_78_1_7_2i|i108_78_1_8i|i108_78_1_9_1i|i108_78_1_9_2i|i108_78_1_9i,g1279|g1349|g324|g325|g326,amine|hetero_ar_6_ring|six_ring,-0.38
38,i108_88_3i,5.743,92.1402,i108_88_3_1i|i108_88_3_2_1i|i108_88_3_2i|i108_88_3_3_1i|i108_88_3_3i|i108_88_3_4_1i|i108_88_3_4i|i108_88_3_5_1i|i108_88_3_5i|i108_88_3_6_1i|i108_88_3_6i|i108_88_3_7_1i|i108_88_3_7_2i|i108_88_3_7_3i|i108_88_3_7i,c|h,1|1|7,i108_88_3_2_1i|i108_88_3_3i|i108_88_3_2i|i108_88_3_6i|i108_88_3_7i|i108_88_3_3_1i|i108_88_3_4i|i108_88_3_4_1i|i108_88_3_5i|i108_88_3_5_1i|i108_88_3_6i|i108_88_3_6_1i|i108_88_3_7_1i|i108_88_3_7_2i|i108_88_3_7_3i,g1035|g1350|g71,benzene|six_ring|methyl,2.54
39,i108_90_7i,7.8694,112.559,i108_90_7_1i|i108_90_7_2_1i|i108_90_7_2i|i108_90_7_3_1i|i108_90_7_3i|i108_90_7_4_1i|i108_90_7_4i|i108_90_7_5_1i|i108_90_7_5i|i108_90_7_6_1i|i108_90_7_6i|i108_90_7_7i,c|cl|h,1|1|7,i108_90_7_2_1i|i108_90_7_3i|i108_90_7_2i|i108_90_7_6i|i108_90_7_7i|i108_90_7_3_1i|i108_90_7_4i|i108_90_7_4_1i|i108_90_7_5i|i108_90_7_5_1i|i108_90_7_6i|i108_90_7_6_1i,g1036|g1351|g886,ar_halide|benzene|six_ring,2.64
40,i108_95_2i,3.80666,94.1124,i108_95_2_1_1i|i108_95_2_1i|i108_95_2_2i|i108_95_2_3_1i|i108_95_2_3i|i108_95_2_4_1i|i108_95_2_4i|i108_95_2_5_1i|i108_95_2_5i|i108_95_2_6_1i|i108_95_2_6i|i108_95_2_7_1i|i108_95_2_7i,c|h|o,1|1|7|7,i108_95_2_1_1i|i108_95_2_2i|i108_95_2_3_1i|i108_95_2_4i|i108_95_2_3i|i108_95_2_7i|i108_95_2_4_1i|i108_95_2_5i|i108_95_2_5_1i|i108_95_2_6i|i108_95_2_6_1i|i108_95_2_7i|i108_95_2_7_1i,g1037|g1352|g526,benzene|six_ring|phenol,1.51
41,i109_86_4i,6.04025,76.0942,i109_86_4_1i|i109_86_4_2_1i|i109_86_4_2_2i|i109_86_4_2i|i109_86_4_3_1i|i109_86_4_3_2i|i109_86_4_3i|i109_86_4_4_1i|i109_86_4_4i|i109_86_4_5_1i|i109_86_4_5_2i|i109_86_4_5_3i|i109_86_4_5i,c|h|o,1,i109_86_4_2_1i|i109_86_4_2_2i|i109_86_4_3i|i109_86_4_2i|i109_86_4_5i|i109_86_4_3_1i|i109_86_4_3_2i|i109_86_4_4i|i109_86_4_4_1i|i109_86_4_5_1i|i109_86_4_5_2i|i109_86_4_5_3i,g276|g276|g464|g498,alcohol|ether|methoxy|methoxy,-0.91
42,i110_00_9i,6.04025,68.0746,i110_00_9_1i|i110_00_9_2_1i|i110_00_9_2i|i110_00_9_3_1i|i110_00_9_3i|i110_00_9_4_1i|i110_00_9_4i|i110_00_9_5_1i|i110_00_9_5i,c|h|o,1|1|2,i110_00_9_2_1i|i110_00_9_3i|i110_00_9_2i|i110_00_9_5i|i110_00_9_3_1i|i110_00_9_4i|i110_00_9_4_1i|i110_00_9_5i|i110_00_9_5_1i,g1670|g1685,five_ring|non_ar_hetero_5_ring,1.36
43,i110_80_5i,6.04025,90.121,i110_80_5_1i|i110_80_5_2_1i|i110_80_5_2_2i|i110_80_5_2i|i110_80_5_3_1i|i110_80_5_3_2i|i110_80_5_3i|i110_80_5_4_1i|i110_80_5_4i|i110_80_5_5_1i|i110_80_5_5_2i|i110_80_5_5i|i110_80_5_6_1i|i110_80_5_6_2i|i110_80_5_6_3i|i110_80_5_6i,c|h|o,1,i110_80_5_2_1i|i110_80_5_2_2i|i110_80_5_3i|i110_80_5_2i|i110_80_5_5i|i110_80_5_3_1i|i110_80_5_3_2i|i110_80_5_4i|i110_80_5_4_1i|i110_80_5_5_1i|i110_80_5_5_2i|i110_80_5_6i|i110_80_5_6_1i|i110_80_5_6_2i|i110_80_5_6_3i,g465|g499|g72,alcohol|ether|methyl,-0.42
44,i110_82_7i,7.82244,84.1608,i110_82_7_1_1i|i110_82_7_1_2i|i110_82_7_1i|i110_82_7_2_1i|i110_82_7_2_2i|i110_82_7_2i|i110_82_7_3_1i|i110_82_7_3_2i|i110_82_7_3i|i110_82_7_4_1i|i110_82_7_4_2i|i110_82_7_4i|i110_82_7_5_1i|i110_82_7_5_2i|i110_82_7_5i|i110_82_7_6_1i|i110_82_7_6_2i|i110_82_7_6i,c|h,1,i110_82_7_1_1i|i110_82_7_1_2i|i110_82_7_2i|i110_82_7_6i|i110_82_7_2_1i|i110_82_7_2_2i|i110_82_7_3i|i110_82_7_3_1i|i110_82_7_3_2i|i110_82_7_4i|i110_82_7_4_1i|i110_82_7_4_2i|i110_82_7_5i|i110_82_7_5_1i|i110_82_7_5_2i|i110_82_7_6i|i110_82_7_6_1i|i110_82_7_6_2i,g1286|g1353,non_ar_6c_ring|six_ring,3.18
45,i110_86_1i,4.56435,79.1015,i110_86_1_1i|i110_86_1_2_1i|i110_86_1_2i|i110_86_1_3_1i|i110_86_1_3i|i110_86_1_4_1i|i110_86_1_4i|i110_86_1_5_1i|i110_86_1_5i|i110_86_1_6_1i|i110_86_1_6i,c|h|n,1|1|7|7,i110_86_1_2_1i|i110_86_1_3i|i110_86_1_2i|i110_86_1_6i|i110_86_1_3_1i|i110_86_1_4i|i110_86_1_4_1i|i110_86_1_5i|i110_86_1_5_1i|i110_86_1_6i|i110_86_1_6_1i,g1280|g1354,hetero_ar_6_ring|six_ring,0.8
46,i111_42_2i,4.51305,105.136,i111_42_2_1_1i|i111_42_2_1i|i111_42_2_2_1i|i111_42_2_2_2i|i111_42_2_2i|i111_42_2_3_1i|i111_42_2_3_2i|i111_42_2_3i|i111_42_2_4_1i|i111_42_2_4i|i111_42_2_5_1i|i111_42_2_5_2i|i111_42_2_5i|i111_42_2_6_1i|i111_42_2_6_2i|i111_42_2_6i|i111_42_2_7_1i|i111_42_2_7i,c|h|n|o,1,i111_42_2_1_1i|i111_42_2_2i|i111_42_2_2_1i|i111_42_2_2_2i|i111_42_2_3i|i111_42_2_3_1i|i111_42_2_3_2i|i111_42_2_4i|i111_42_2_4_1i|i111_42_2_5i|i111_42_2_5_1i|i111_42_2_5_2i|i111_42_2_6i|i111_42_2_6_1i|i111_42_2_6_2i|i111_42_2_7i|i111_42_2_7_1i,g327|g500|g501,alcohol|amine,-1.71
47,i111_44_4i,7.82244,143.012,i111_44_4_1i|i111_44_4_2_1i|i111_44_4_2_2i|i111_44_4_2i|i111_44_4_3_1i|i111_44_4_3_2i|i111_44_4_3i|i111_44_4_4i|i111_44_4_5_1i|i111_44_4_5_2i|i111_44_4_5i|i111_44_4_6_1i|i111_44_4_6_2i|i111_44_4_6i|i111_44_4_7i,c|cl|h|o,1,i111_44_4_2_1i|i111_44_4_2_2i|i111_44_4_3i|i111_44_4_2i|i111_44_4_5i|i111_44_4_3_1i|i111_44_4_3_2i|i111_44_4_4i|i111_44_4_5_1i|i111_44_4_5_2i|i111_44_4_6i|i111_44_4_6_1i|i111_44_4_6_2i|i111_44_4_7i,g466|g665|g666,alkyl_halide|ether,1.56
48,i111_76_2i,6.04025,118.175,i111_76_2_1i|i111_76_2_2_1i|i111_76_2_2_2i|i111_76_2_2i|i111_76_2_3_1i|i111_76_2_3_2i|i111_76_2_3i|i111_76_2_4_1i|i111_76_2_4_2i|i111_76_2_4i|i111_76_2_5_1i|i111_76_2_5_2i|i111_76_2_5_3i|i111_76_2_5i|i111_76_2_6_1i|i111_76_2_6_2i|i111_76_2_6i|i111_76_2_7_1i|i111_76_2_7_2i|i111_76_2_7i|i111_76_2_8_1i|i111_76_2_8i,c|h|o,1,i111_76_2_2_1i|i111_76_2_2_2i|i111_76_2_3i|i111_76_2_2i|i111_76_2_6i|i111_76_2_3_1i|i111_76_2_3_2i|i111_76_2_4i|i111_76_2_4_1i|i111_76_2_4_2i|i111_76_2_5i|i111_76_2_5_1i|i111_76_2_5_2i|i111_76_2_5_3i|i111_76_2_6_1i|i111_76_2_6_2i|i111_76_2_7i|i111_76_2_7_1i|i111_76_2_7_2i|i111_76_2_8i|i111_76_2_8_1i,g467|g502|g73,alcohol|ether|methyl,0.57
49,i111_90_0i,6.04025,134.174,i111_90_0_1i|i111_90_0_2_1i|i111_90_0_2_2i|i111_90_0_2i|i111_90_0_3_1i|i111_90_0_3_2i|i111_90_0_3i|i111_90_0_4i|i111_90_0_5_1i|i111_90_0_5_2i|i111_90_0_5i|i111_90_0_6_1i|i111_90_0_6_2i|i111_90_0_6_3i|i111_90_0_6i|i111_90_0_7_1i|i111_90_0_7_2i|i111_90_0_7i|i111_90_0_8_1i|i111_90_0_8_2i|i111_90_0_8i|i111_90_0_9_1i|i111_90_0_9i,c|h|o,1,i111_90_0_2_1i|i111_90_0_2_2i|i111_90_0_3i|i111_90_0_2i|i111_90_0_7i|i111_90_0_3_1i|i111_90_0_3_2i|i111_90_0_4i|i111_90_0_5_1i|i111_90_0_5_2i|i111_90_0_6i|i111_90_0_5i|i111_90_0_6_1i|i111_90_0_6_2i|i111_90_0_6_3i|i111_90_0_7_1i|i111_90_0_7_2i|i111_90_0_8i|i111_90_0_8_1i|i111_90_0_8_2i|i111_90_0_9i|i111_90_0_9_1i,g468|g469|g503|g74,alcohol|ether|methyl,-0.69
50,i1116_54_7i,7.70526,134.134,i1116_54_7_1i|i1116_54_7_2i|i1116_54_7_3i|i1116_54_7_4_1i|i1116_54_7_4_2i|i1116_54_7_4i|i1116_54_7_5_1i|i1116_54_7_5_2i|i1116_54_7_5i|i1116_54_7_6_1i|i1116_54_7_6i|i1116_54_7_7_1i|i1116_54_7_7_2i|i1116_54_7_7i|i1116_54_7_8_1i|i1116_54_7_8_2i|i1116_54_7_8i|i1116_54_7_9_1i|i1116_54_7_9i,c|h|n|o,1|2,i1116_54_7_2i|i1116_54_7_3i|i1116_54_7_4_1i|i1116_54_7_4_2i|i1116_54_7_5i|i1116_54_7_4i|i1116_54_7_7i|i1116_54_7_5_1i|i1116_54_7_5_2i|i1116_54_7_6i|i1116_54_7_6_1i|i1116_54_7_7_1i|i1116_54_7_7_2i|i1116_54_7_8i|i1116_54_7_8_1i|i1116_54_7_8_2i|i1116_54_7_9i|i1116_54_7_9_1i,g328|g504|g505,alcohol|amine,-1.28
51,i1120_71_4i,6.04025,122.143,i1120_71_4_1i|i1120_71_4_2i|i1120_71_4_3i|i1120_71_4_4i|i1120_71_4_5_1i|i1120_71_4_5_2i|i1120_71_4_5i|i1120_71_4_6_1i|i1120_71_4_6_2i|i1120_71_4_6i|i1120_71_4_7_1i|i1120_71_4_7_2i|i1120_71_4_7i,c|h|o|s,1|1|2|2,i1120_71_4_2i|i1120_71_4_3i|i1120_71_4_4i|i1120_71_4_7i|i1120_71_4_5_1i|i1120_71_4_5_2i|i1120_71_4_6i|i1120_71_4_5i|i1120_71_4_6_1i|i1120_71_4_6_2i|i1120_71_4_7i|i1120_71_4_7_1i|i1120_71_4_7_2i,g0|g0|g1671|g1686|g1671|g1686,five_ring|non_ar_hetero_5_ring|five_ring|non_ar_hetero_5_ring|sulfo|sulfo,-0.28
52,i114_26_1i,6.04025,209.244,i114_26_1_1_1i|i114_26_1_1_2i|i114_26_1_1_3i|i114_26_1_10_1i|i114_26_1_10i|i114_26_1_11i|i114_26_1_12i|i114_26_1_13_1i|i114_26_1_13i|i114_26_1_14_1i|i114_26_1_14_2i|i114_26_1_14_3i|i114_26_1_14i|i114_26_1_15_1i|i114_26_1_15_2i|i114_26_1_15_3i|i114_26_1_15i|i114_26_1_1i|i114_26_1_2_1i|i114_26_1_2i|i114_26_1_3i|i114_26_1_4i|i114_26_1_5i|i114_26_1_6i|i114_26_1_7_1i|i114_26_1_7i|i114_26_1_8_1i|i114_26_1_8i|i114_26_1_9_1i|i114_26_1_9i,c|h|n|o,1|1|2|1|7|7,i114_26_1_1_1i|i114_26_1_1_2i|i114_26_1_1_3i|i114_26_1_2i|i114_26_1_10_1i|i114_26_1_11i|i114_26_1_10i|i114_26_1_9_1i|i114_26_1_11i|i114_26_1_7i|i114_26_1_12i|i114_26_1_13_1i|i114_26_1_14i|i114_26_1_15i|i114_26_1_13i|i114_26_1_14_1i|i114_26_1_14_2i|i114_26_1_14_3i|i114_26_1_15_1i|i114_26_1_15_2i|i114_26_1_15_3i|i114_26_1_2_1i|i114_26_1_3i|i114_26_1_4i|i114_26_1_5i|i114_26_1_6i|i114_26_1_7_1i|i114_26_1_8i|i114_26_1_8_1i|i114_26_1_9i,g1038|g1355|g329|g329|g608|g470|g569|g569|g608|g75|g76|g77,amide|amine|amide|ester|amine|benzene|six_ring|ester|ether|methyl,1.9
53,i115_02_6i,6.04025,173.127,i115_02_6_1_1i|i115_02_6_1_2i|i115_02_6_10i|i115_02_6_11_1i|i115_02_6_11i|i115_02_6_12i|i115_02_6_1i|i115_02_6_2_1i|i115_02_6_2i|i115_02_6_3_1i|i115_02_6_3_2i|i115_02_6_3i|i115_02_6_4i|i115_02_6_5i|i115_02_6_6i|i115_02_6_7_1i|i115_02_6_7i|i115_02_6_8i|i115_02_6_9i,c|h|n|o,1|1|2|3,i115_02_6_1_1i|i115_02_6_1_2i|i115_02_6_2i|i115_02_6_10i|i115_02_6_2_1i|i115_02_6_3i|i115_02_6_11_1i|i115_02_6_11i|i115_02_6_12i|i115_02_6_3_1i|i115_02_6_3_2i|i115_02_6_4i|i115_02_6_5i|i115_02_6_6i|i115_02_6_7i|i115_02_6_7_1i|i115_02_6_8i|i115_02_6_9i,g1001|g330|g553|g570,amine|c2n|carboxylic_acid|ester,-2.36
54,i115_07_1i,6.04025,42.0804,i115_07_1_1_1i|i115_07_1_1i|i115_07_1_2_1i|i115_07_1_2_2i|i115_07_1_2i|i115_07_1_3_1i|i115_07_1_3_2i|i115_07_1_3_3i|i115_07_1_3i,c|h,1|1|2,i115_07_1_1_1i|i115_07_1_2i|i115_07_1_3i|i115_07_1_2_1i|i115_07_1_2_2i|i115_07_1_3_1i|i115_07_1_3_2i|i115_07_1_3_3i,g78,methyl,1.68
55,i115_29_7i,5.2575,406.927,i115_29_7_10i|i115_29_7_11i|i115_29_7_12i|i115_29_7_13_1i|i115_29_7_13_2i|i115_29_7_13i|i115_29_7_14_1i|i115_29_7_14i|i115_29_7_15i|i115_29_7_16i|i115_29_7_17i|i115_29_7_18i|i115_29_7_19i|i115_29_7_1i|i115_29_7_2i|i115_29_7_3i|i115_29_7_4i|i115_29_7_5i|i115_29_7_6i|i115_29_7_7_1i|i115_29_7_7i|i115_29_7_8_1i|i115_29_7_8_2i|i115_29_7_8i|i115_29_7_9i,c|cl|h|o|s,1|1|2,i115_29_7_10i|i115_29_7_11i|i115_29_7_12i|i115_29_7_13_1i|i115_29_7_13_2i|i115_29_7_14i|i115_29_7_13i|i115_29_7_14_1i|i115_29_7_15i|i115_29_7_14i|i115_29_7_7_1i|i115_29_7_8i|i115_29_7_15i|i115_29_7_3i|i115_29_7_16i|i115_29_7_17i|i115_29_7_17i|i115_29_7_6i|i115_29_7_7i|i115_29_7_18i|i115_29_7_19i|i115_29_7_2i|i115_29_7_4i|i115_29_7_5i|i115_29_7_8_1i|i115_29_7_8_2i|i115_29_7_9i,g1287|g1356|g1648|g1649|g1687|g1688|g1287|g1356|g1648|g1687|g1287|g1356|g1649|g1688|g1648|g1649|g1687|g1688|g667|g668|g669|g670|g671|g672,alkyl_halide|five_ring|non_ar_5c_ring|five_ring|non_ar_5c_ring|non_ar_6c_ring|six_ring,3.84
56,i116_06_3i,8.42771,190.266,i116_06_3_10_1i|i116_06_3_10_2i|i116_06_3_10_3i|i116_06_3_10i|i116_06_3_11_1i|i116_06_3_11i|i116_06_3_12_1i|i116_06_3_12_2i|i116_06_3_12_3i|i116_06_3_12i|i116_06_3_1i|i116_06_3_2i|i116_06_3_3i|i116_06_3_4i|i116_06_3_5_1i|i116_06_3_5i|i116_06_3_6i|i116_06_3_7i|i116_06_3_8_1i|i116_06_3_8_2i|i116_06_3_8_3i|i116_06_3_8i|i116_06_3_9_1i|i116_06_3_9_2i|i116_06_3_9_3i|i116_06_3_9i,c|h|n|o|s,1|2,i116_06_3_10_1i|i116_06_3_10_2i|i116_06_3_10_3i|i116_06_3_10i|i116_06_3_7i|i116_06_3_9i|i116_06_3_11_1i|i116_06_3_12i|i116_06_3_11i|i116_06_3_3i|i116_06_3_12_1i|i116_06_3_12_2i|i116_06_3_12_3i|i116_06_3_2i|i116_06_3_4i|i116_06_3_5_1i|i116_06_3_6i|i116_06_3_5i|i116_06_3_8_1i|i116_06_3_8_2i|i116_06_3_8_3i|i116_06_3_8i|i116_06_3_9_1i|i116_06_3_9_2i|i116_06_3_9_3i,g1002|g640|g331|g331|g609|g490|g609|g79|g80|g81|g82,amide|amide|amine|amine|c2n|imine|methyl|sulfide,1.36
57,i1162_65_8i,6.04025,312.276,i1162_65_8_1_1i|i1162_65_8_10i|i1162_65_8_11_1i|i1162_65_8_11_2i|i1162_65_8_11_3i|i1162_65_8_11i|i1162_65_8_12i|i1162_65_8_13i|i1162_65_8_14_1i|i1162_65_8_14_2i|i1162_65_8_14i|i1162_65_8_15i|i1162_65_8_16i|i1162_65_8_17i|i1162_65_8_18_1i|i1162_65_8_18_2i|i1162_65_8_18i|i1162_65_8_19i|i1162_65_8_1i|i1162_65_8_2_1i|i1162_65_8_20i|i1162_65_8_21i|i1162_65_8_22i|i1162_65_8_23i|i1162_65_8_2i|i1162_65_8_3_1i|i1162_65_8_3i|i1162_65_8_4i|i1162_65_8_5_1i|i1162_65_8_5i|i1162_65_8_6i|i1162_65_8_7i|i1162_65_8_8_1i|i1162_65_8_8i|i1162_65_8_9i,c|h|o,1|1|2|1|7|7,i1162_65_8_1_1i|i1162_65_8_23i|i1162_65_8_2i|i1162_65_8_5i|i1162_65_8_10i|i1162_65_8_12i|i1162_65_8_11_1i|i1162_65_8_11_2i|i1162_65_8_11_3i|i1162_65_8_11i|i1162_65_8_13i|i1162_65_8_22i|i1162_65_8_14_1i|i1162_65_8_14_2i|i1162_65_8_18i|i1162_65_8_14i|i1162_65_8_15i|i1162_65_8_16i|i1162_65_8_19i|i1162_65_8_17i|i1162_65_8_18i|i1162_65_8_18_1i|i1162_65_8_18_2i|i1162_65_8_2_1i|i1162_65_8_3i|i1162_65_8_20i|i1162_65_8_21i|i1162_65_8_22i|i1162_65_8_23i|i1162_65_8_23i|i1162_65_8_8i|i1162_65_8_3_1i|i1162_65_8_4i|i1162_65_8_5_1i|i1162_65_8_6i|i1162_65_8_5i|i1162_65_8_7i|i1162_65_8_8_1i|i1162_65_8_9i,g1039|g1357|g1358|g1039|g1358|g1039|g1358|g1689|g1357|g1357|g1650|g1691|g1650|g1691|g1672|g1689|g1690|g1672|g1690|g1689|g277|g277|g471,benzene|five_ring|six_ring|benzene|six_ring|ether|methoxy|five_ring|five_ring|non_ar_5c_ring|five_ring|non_ar_5c_ring|six_ring|five_ring|non_ar_hetero_5_ring|methoxy|six_ring,1.23
